tweet
"RT @PDChina: Experts say the previously unidentified pneumonia in Wuhan, central China's Hubei Province, which has had 59 confirmed cases,…"
RT @ABC: Volunteer staff at a Florida kennel cheer in front of empty dog cages after all the dogs were adopted—for the first time in the ke…
Big story on the likely origins of the novel coronavirus (COVID-19) in Wuhan https://t.co/pOFJH5NCCY #FoxNews
"RT @Dereklowe: A long post about Covid-19 vaccine prospects. We have never seen anything like this, and I hope we never will again: https:/…"
"RT @HoarseWisperer: A nursing home with capacity for 700 residents. A one-star rating. Insufficient equipment. The coronavirus.  Firewood,…"
RT @standardnews: The agreements were seen as condemning the elderly to die without proper Covid-19 treatment https://t.co/mbeAjv8nXU
RT @BreitbartNews: Well-funded George Soros forces are mobilizing for the fight of our lifetimes. https://t.co/dPXfkcLCBX
"RT @rajakumaari: Amartya Sen, Raghuram Rajan, Abhijit Banerjee write: A long haul, spend wisely, but don’t skimp on the truly needy https:/…"
"RT @WCCO: Metro Transit is enforcing bus limitations that will take effect Thursday, April 16 to allow for better social distancing practic…"
RT @ruqaiya_h: A 28-year-old pregnant nurse has died from coronavirus &amp; her baby girl was delivered by emergency caesarean. Why was a pregn…
"RT @socializmus: to name a thing is to have power over the thing. some are surprised about articles like this, but if all the think tanks a…"
"RT @QTAnon1: As Paul McCartney says wet markets are to blame for the coronavirus outbreak, scientists say they’re not going to rush to a de…"
RT @mrbcyber: France summons Chinese envoy after coronavirus 'slur' - The Guardian https://t.co/Uhl1QbdGkT
"RT @NYTMetro: After an anonymous tip, 17 bodies were found at a nursing home in New Jersey https://t.co/tCZIUl70rk"
"RT @JackPosobiec: Leaked document reveals May 1 is when CDC and FEMA want to reopen the US starting with schools, summer camps and churches…"
RT @GeraldoRivera: Why isn’t mainstream media reporting strong possibility a Wuhan China state Lab with lax safety protocols doing bat #Cor…
"RT @atrupar: REPORTER: Why did you have your name added to coronavirus relief checks?  TRUMP: ""Well I don't know too much about it, but I u…"
"RT @KFILE: ""The CIA has privately advised its workforce that taking an anti-malarial drug touted by President Trump and some of his support…"
