tweet
RT @RealCandaceO: He has always been the bravest and boldest in the tech world.  Pure dragon energy. 🐉  Politicians &amp; journalists don’t kno…
RT @TitaniaMcGrath: My greatest concern about the coronavirus is that it is a distraction from the far more serious problem of people being…
"RT @jennfranconews: #NEW The White House orders intelligence agencies to comb through communications intercepts, human source reporting, sa…"
"RT @maggieNYT: ""The eternal lockdown crowd can make jokes on late night television, but the reality is that the data is on our side."" https…"
"RT @BillNeelyNBC: BREAKING: America's top #coronavirus scientific adviser says a US trial of 1,000+ volunteers shows a drug CAN block this…"
"RT @ThePlumLineGS: ""New Covid-19 victims are beginning to look like all of America, not just urban areas...the more the pandemic is underst…"
RT @joelytrumpshate: He’s gotta make sure to stack the courts before he loses to ⁦@AmyMcGrathKY⁩ and the Senate flips to blue! #VoteBlue202…
"RT @seanhannity: Report: FBI Knew McCain Leaked Steele Dossier, Now Blames Coronavirus For Not Releasing Documents https://t.co/wtFdcyO8UY"
RT @washingtonpost: Dogs are being trained to sniff out coronavirus cases https://t.co/t8t18vpire
"RT @JEM_Books: @tedlieu @TuckerCarlson @FoxNews Ted Lieu, the current death rate in the US is less than 1%. The question is: why do you wan…"
"RT @ColemanforTN32: $700B+ on defense (and border wall), trillions on #coronavirus response. Can #Flint get $10M or so to resolve the water…"
RT @MarkHorsleyUK: NO INQUESTS TO COVER PPE  “Inquests into coronavirus deaths among NHS workers should avoid examining systemic failures i…
RT @SkyNews: Coronavirus: Swiss children under 10 allowed to hug grandparents as they 'do not transmit COVID-19' https://t.co/yl5Le54Vd0
RT @NelsonSVGJames: One more candidate for the Darwin Award.  Leader of NC protests has coronavirus https://t.co/vHe01aFn7g
"RT @CMichaelGibson: Missouri recalling approximately 48,000 KN95 masks due to not meeting DHSS standards.   Similar problems now seen in Bo…"
RT @tancredipalmeri: How massive is #coronavirus in our lives?  It is so massive that Pentagon confirms for the first time ever the UFO nat…
RT @AdamBienkov: For some reason the government has changed how they’re comparing coronavirus deaths with other countries. In previous char…
RT @B_E_C_K_61: THIS 👇   Accelerated Urgent Care doctors recommend lifting shelter-in-place order https://t.co/jHeQFRZGMj
Check out my latest article: Becoming Containers Of The Divine Life https://t.co/aPKovOiHIt via @LinkedIn… https://t.co/M9U0pz4NFh
RT @ChuckCallesto: BREAKING: Dr. Fauci reports discovery of drug that BLOCKS the Coronavirus.  Drug Name ==&gt;  remdesivir  “What it has prov…
"RT @creativecommons: To fix patent abuse, opting in isn't enough, says @elliotharmon. ""Governments, universities, corporations, &amp; other ins…"
"RT @GregAbbott_TX: Alcohol-to-go sales can continue after May 1.  From what I hear from Texans, we may just let this keep on going forever.…"
RT @hermit_hwarang: 60% of people detained by ICE who've been tested have Covid-19 https://t.co/w3uqdtZaSV
"RT @davegreenidge57: Currently, the official total dead due to COVID19 is 58,471. That number does not include deaths in nursing homes. Onl…"
RT @guardian: World's stock markets soar on coronavirus treatment hopes https://t.co/KmZNZcxUny
RT @VincentRK: My physician &amp; scientist colleagues will recognize how incredibly difficult these studies are to do. Kudos to @jshkatz @sang…
Dr. Anthony Fauci Praises ‘Important’ Study on Remdesivir’s Effectiveness Against Coronavirus https://t.co/rlAavI5L6R
"RT @bennyjohnson: Dr. Fauci: Gilead data shows a drug can block Coronavirus, reminds him of progress made when they were searching for trea…"
"RT @CNN: More Americans have died from coronavirus than were killed during the Vietnam War.   At least 58,356 people have now died from cor…"
RT @BerthanPete: The British media lies to you all the time and about everything. | Coronavirus in Scotland: First Minister is praised as C…
HRC lays off 22 employees due to coronavirus https://t.co/5fNi8mxfHq
"New Covid positive cases for Minnesota are on the rise, not the decline. The last 7 days (4/29 first): 463, 365, 21… https://t.co/O0fR52RU3m"
"RT @alfonslopeztena: UK govt failed to buy crucial protective equipment to cope with a pandemic, ignoring a warning from its own advisers.…"
RT @NBCNews: Dr. Fauci speaks on the clinical trial for potential coronavirus treatment drug remdesivir:  “What it has proven is that a dru…
RT @AdamBienkov: For some reason the government has changed how they’re comparing coronavirus deaths with other countries. In previous char…
Lauren Underwood on Racial Inequality in Health Care | TIME https://t.co/cjzwtN9Q87
"RT @ewnupdates: Over 100,000 sign petition to make DStv cut its prices amid coronavirus https://t.co/W411kjvVTE https://t.co/6SBB3cRVTZ"
RT @ESPNFC: Cesc Fabregas' 95-year-old great-grandmother has beaten the coronavirus 👏  (via @cesc4official) https://t.co/pYr57EWs7z
JD Wetherspoon to raise 141 mln pounds via placement https://t.co/h7TOwytbc2
"RT @iran_policy: #Iran: Terrified of Popular Uprising, Regime Resorts to Executions Mrs. Rajavi urges UN Security Council to take urgent ac…"
RT @AnnCoulter: Little surprise that New York accounts for almost 40% of ALL Wuhan coronavirus cases in the entire country.  https://t.co/l…
RT @NYCMayor: Something absolutely unacceptable happened in Williamsburg tonite: a large funeral gathering in the middle of this pandemic.…
