tweet
RT @MailSport: Newcastle legend Tino Asprilla pledges to deliver condoms from his range by DRONE to help with global shortage during corona…
RT @queerfemdoc: Temple Grandin is the best! https://t.co/oj5VK5U0Lm
"RT @superm: Today’s the big day! Join us, @GlblCtzn &amp; @WHO for One World: #TogetherAtHome starting on 4/18 11AM (PDT)/ 2PM (EDT)/ 4/19 3AM…"
RT @AfricaFactsZone: South African police officer prays before arresting a Pastor for defying the coronavirus lockdown rules. https://t.co/…
Coronavirus: Little Mix and Tom Jones in Together At Home concert  https://t.co/zYMSxh0BpR… https://t.co/rLeJtSvjhD
"RT @joeyyeo13: Americans should be overwhelmingly THANKFUL that @BarackObama isn't President during the #CoronaVirus.  Obama once said, He'…"
"RT @bizsupportgovuk: If you're self-employed and affected by coronavirus, find out what government financial support is available to you."
"RT @dvillella: @PressSec @realDonaldTrump You all keep raising the number of tests you're promising, but still aren't delivering.  #WhereAr…"
RT @HillsboroughSch: IMPORTANT UPDATE: @GovRonDeSantis has just directed all FL schools remain closed through the end of the school year du…
"RT @nytimes: The U.S. isn't doing nearly enough coronavirus testing to safely reopen, new estimates by Harvard University researchers sugge…"
RT @DemocracyCanWin: Herd Immunity will be Johnson’s Iraq and will go down in history as one of the most stupid and costly government polic…
"RT @JudicialWatch: “.@TomFitton: Coronavirus and the Killing of the U.S. Economy,” (Breitbart). Read: https://t.co/gnzrkS1CqF"
"RT @RepAndyBiggsAZ: Our nation is great because of our dedication to individual liberty, self-government, and freedom for all. In times of…"
"@WSJ #Uk people who have died in hospital from the #coronavirus has reached 16,060...#COVIDー19  https://t.co/Hg77Khx8sA"
RT @Senator_CFW: @rosieslewis @RichAFerguson @australian https://t.co/8Knw3LXmt8 26.4% of Australia's 2-way trade is with Communist China.…
RT @webjinx: @GOPLeader So many dead already because of Trump politics! More deaths to come. https://t.co/MeSbEeb8Xc
RT @SteveGuest: Fox News' Chris Wallace calls out Nancy Pelosi for promoting tourism during the coronavirus pandemic https://t.co/tkhte8qRYD
RT @biannagolodryga: Looks like the President is running out of scapegoats...  Americans at World Health Organization transmitted real-time…
"RT @thesundaytimes: Boris Johnson skipped five Cobra meetings on the virus, calls to order protective gear were ignored and scientists’ war…"
RT @Inevitable_ET: 'The WHO lied and people died!' Anger at star-studded benefit to raise $150M for group and its under-fire chief who Lady…
RT @TheSunUS: David Bowie bass guitarist dies of coronavirus age 64 https://t.co/Eqk6YAKzU9
RT @georgeeaton: Remarkable from senior No 10 adviser: “What you learn about Boris was he didn’t chair any meetings. He liked his country b…
RT @zermatt_tourism: American flag projected onto Matterhorn in Swiss Alps for coronavirus solidarity #Zermatt #Matterhorn https://t.co/Prz…
RT @uche_blackstock: Why are we behaving like states have actual physical boundaries? If one state gets #coronavirus under control but the…
RT @JonJonesSnr: The Sunday Times report should lead to the end of Boris Johnson's time as PM. If this was read out in court on sentencing…
