tweet
"Pence: If we continue mitigation efforts, by early summer much of the coronavirus epidemic will be behind us  https://t.co/jBgsCmZvjQ"
"LONDON - Dogs chasing rubber bones, ""competitive"" road crossing and the thrills of grilled chicken have become the… https://t.co/jfpPQN6BBi"
"RT @KatiePhang: Phunware, a data firm for the Trump campaign, got millions in coronavirus small business help.  $2.85 million.  In 2 days.…"
RT @PoliticusSarah: Trump literally stands by the door and runs out of the coronavirus briefing without taking questions. https://t.co/yCjF…
"RT @GOPChairwoman: State Rep. Whitsett nearly died from coronavirus, but because she dared to say something positive about @realDonaldTrump…"
RT @HillaryClinton: People shouldn't be forced to choose between their health and their vote.   Make sure your legislators know you support…
RT @IvankaTrump: President @realDonaldTrump is leading the largest industrial mobilization since WWII to fight the coronavirus!   We now ha…
"RT @SeanMcElwee: Voters overwhelmingly (76%-13%) support Medicare covering all coronavirus related testing, treatment and vaccination. http…"
RT @bopinion: Mass testing in the Italian town of Vo’ Euganeo found more than 40% of those infected had no symptoms.  It’s highly probable…
"RT @TIME: Meet Violet, the robot that can kill the COVID-19 virus https://t.co/WyL3seY15g"
RT @AliVelshi: Navy recommends reinstating Capt. Brett Crozier of the USS Theodore Roosevelt after he warned of the danger to his sailors f…
"RT @Chris_K_Eames: What the Imperial model, which led to Britain's shutdown, predicted for #Sweden coronavirus deaths. Blue is no response…"
"RT @thenewmexican: “If Walmart, Walgreens and Smith’s can be open with social distancing, then so can everybody else,” said Martin “Modey”…"
"RT @maddow: ""Mr. Trump abruptly announced that he would be speaking at West Point. That was news to everyone, including West Point. They ar…"
"RT @cjwerleman: Since 2014, Israel has been deliberately targeting Gaza’s healthcare sector, leaving the world’s largest open air prison es…"
Scott Morrison says we’re now in the third phase of the coronavirus pandemic https://t.co/Zc2FyXphzG
RT @BriannaWu: Watch a scientist react to Trump’s remarks about using light to fight coronavirus. https://t.co/9cmv0oCGir
"RT @CBSNews: The family of this 4-year-old says they did everything right, but the little boy still contracted coronavirus and had to fight…"
"RT @thedailybeast: A day after Trump ad-libbed wildly about unproven coronavirus treatments, White House officials said they’re thinking ab…"
"RT @SteveDeaceShow: Another day, another serology survey that shows #coronavirus is, once again, more widespread than we knew but less leth…"
"RT @JoeSilverman7: Something almost all doctors know is that when your time really finally comes, there’s nothing any of us can do.  https:…"
"RT @theintercept: Covid-19 is a threat to those people whose invisible labor we rely on in the food supply chain: the underpaid, overexploi…"
RT @sazzygram3: A patient in our ER gave himself a bleach enema. He is being treated for external &amp; internal chemical burns &amp; receiving a p…
"RT @SethAbramson: BREAKING NEWS: Evidence Emerges That Trump Lied About Immigration Ban; Per Leaked Audio of His Top Adviser, It Had Nothin…"
RT @billmaher: Stop trying to get me to watch Tiger King. I already have to watch one bottle-blonde from reality TV. And the other reason I…
RT @crampell: The Reason Hospitals Won’t Let Doctors and Nurses Speak Out https://t.co/nTgsX2ljoz
"RT @BernieSanders: Our ""stable genius"" president has suggested that injecting disinfectant might be an effective approach to treating coron…"
"RT @NicoleSganga: Today, the Trump campaign launched its official ""Trump 2020"" app.   Its developer @phunware received a $2.85 million loan…"
RT @TheRynheart: ‘A spike in New Yorkers ingesting household cleaners following Trump’s controversial coronavirus comments’ 😳  https://t.co…
"RT @swapan55: Finally Bengal government admits (under pressure) that of the 57 cases of death with coronavirus, the Expert Committee certif…"
RT @Jordan_Sather_: The day after YouTube cans two of my videos for talking about using a disinfectant to kill coronavirus (chlorine dioxid…
RT @ncbn: Shocked to see the YSR Congress MP obstruct a diagnostic lab (operating from a building owned by the MP) authorised by ICMR to un…
Have you been tested? https://t.co/m7Rm6qRuwt
RT @CNN: This scuba diving group is turning plastic water bottles that once polluted oceans into face masks for people to protect themselve…
"RT @nytimes: Philip Kahn, a 100-year-old World War II veteran, died on April 17 from the coronavirus. His twin brother, Samuel, died a cent…"
"RT @SenKamalaHarris: I can't believe this needs to be said, but please do not ingest any kind of disinfectant. It will not kill the coronav…"
"RT @MSNBC: “50,000 that’s almost half the number of soldiers that we lost in World War I,” presidential historian Michael Beschloss says of…"
"RT @ryanstruyk: Reported US coronavirus deaths:  Feb. 24: 0 deaths Mar. 24: 704 deaths Apr. 24: 51,017 deaths"
"RT @CNN: This man was on a ventilator, fighting for his life. Then, he received a plasma donation from a stranger and soon began to recover…"
"RT @AP: After his suggestion that injecting disinfectant to treat the coronavirus drew waves of criticism, President Trump may cut back on…"
"RT @maddow: ""Mr. Trump abruptly announced that he would be speaking at West Point. That was news to everyone, including West Point. They ar…"
"RT @nytimes: The coronavirus is far deadlier than official numbers show. A New York Times analysis of 11 countries found that at least 28,0…"
RT @htTweets: An IAS officer has said she will resign from her post after the #lockdown put in place against the coronavirus pandemic is li…
RT @9EndlessShrimp6: @harrysiegel meanwhile Florida blocks COVID-19 information from public as Gov. Ron DeSantis touts transparency https:/…
RT @kumailn: Gang. He was right. It works. I injected myself with bleach and am puking up all the Coronavirus right now.
RT @nowthisnews: Demonstrators laid out fake body bags in front of Trump's D.C. hotel to protest his mishandling of the coronavirus pandemi…
RT @brettachapman: The Navajo Nation reports an additional 6 deaths and 180 more confirmed coronavirus cases in the last 24 hours. The larg…
"RT @groth1945: 🆘 Be extremely careful UK ,China is working through a silent Siege on the Great USA since 1972 and wants to pull you in more…"
"RT @Megankstack: Sorry to burst bubbles, but it’s hot and sunny all year round in Singapore and we’re still getting hammered by the coronav…"
"RT @ABC: NEW: Maryland sends out emergency alert after receiving more than 100 calls on consuming disinfectant, governor's office says. htt…"
"RT @swsog: Pa. removes 200 deaths from state coronavirus count as questions mount about reporting process, accuracy  https://t.co/8c1SGSedeb"
"Kentuckians are poisoning themselves more as they try to battle COVID-19, officials say https://t.co/nl9HJ2j6Cr via @courierjournal"
RT @CDCgov: The latest CDC #COVIDView report with new hospitalization data on race/ethnicity by age is now available https://t.co/zP4VYlo0P…
@tracybeanz @SidneyPowell1 @GenFlynn @molmccann @BarbaraRedgate @JosephJFlynn1 @flynn_neill @GoJackFlynn… https://t.co/6sEL5o7q7D
5-month-old daughter of New York firefighter dies of COVID-19 - ABC News via @ABC - https://t.co/Y0EjImkF3f
"RT @SethAbramson: BREAKING NEWS: Evidence Emerges That Trump Lied About Immigration Ban; Per Leaked Audio of His Top Adviser, It Had Nothin…"
RT @charmyh: Kerala Health Minister K K Shailaja ⁦@shailajateacher⁩: “We don’t think the COVID-19 problem can be solved within a month. I h…
"RT @CBSNews: The family of this 4-year-old says they did everything right, but the little boy still contracted coronavirus and had to fight…"
"RT @SethAbramson: BREAKING NEWS: Evidence Emerges That Trump Lied About Immigration Ban; Per Leaked Audio of His Top Adviser, It Had Nothin…"
RT @phbarratt: France blocks aid to tax haven firms  What a great idea. Not likely to catch on here while #ScottyFromMarketing is running t…
RT @SenateGOP: ✓ SIGNED  President @realdonaldtrump just signed Phase 3.5 of coronavirus relief legislation into law!  Here's what it inclu…
"RT @nytimes: “Nine years into my marriage, it’s taken a global crisis to make me a nicer person,” Priyanka Mattoo writes for @NYTParenting…"
"RT @nytimes: As part of the coronavirus stimulus package that became law last month, the U.S. government is giving away $174 billion in tem…"
"RT @RyanShead: U.S. says will not take part in WHO global drugs, vaccine initiative launch...  Any opinions on this?  https://t.co/zTESD93S…"
"RT @Cold_Peace_: India continues to defy predictions, avoiding a major wave of COVID19 deaths while witnessing a sharp decline in non-COVID…"
"RT @spectatorindex: SPAIN: 107 year old woman Ana del Valle, who beat the Spanish flu in 1918, has now also beaten a coronavirus infection."
"RT @B52Malmet: 52,000 Americans, moms, dads, grandmas, grandpas, brothers, sisters, aunts, uncles, cousins, friends, neighbors, co-workers…"
File Bankruptcy or Wait for Coronavirus Relief? https://t.co/ELnHZPbrBO  #businessquote #BusinessDevelopment
"RT @scarlett_0hara: @JudyRiuliani1 @IngrahamAngle @MailOnline @POTUS never said to inject people with bleach, he wondered out loud if exper…"
"RT @spectatorindex: SPAIN: 107 year old woman Ana del Valle, who beat the Spanish flu in 1918, has now also beaten a coronavirus infection."
"RT @swterry91: ""Protest of Wisconsin Stay-at-Home Order Among Nation's Biggest Yet""  https://t.co/ZPcT2IFDzg #tcot #MAGA #KAG"
"RT @CalebJHull: While he was infected with coronavirus, CNN's Chris Cuomo left his home and got into a fight with a cyclist who called him…"
Green River Killer is denied coronavirus release from prison https://t.co/EOA606ecNT via @MailOnline
"RT @JanJekielek: On 2/26, the Chinese consulate sent an email to Wisconsin state @SenatorRoth requesting he pass a resolution—which they pr…"
"RT @katierogers: “Pence’s advisers wanted Mr. Bryan to brief the news media ... but several West Wing staff members objected, partly becaus…"
"RT @NicoleSganga: Today, the Trump campaign launched its official ""Trump 2020"" app.   Its developer @phunware received a $2.85 million loan…"
"RT @CNN: The President was afraid to take questions today during the coronavirus briefing, says @andersoncooper. “He took questions earlier…"
RT @billmaher: Stop trying to get me to watch Tiger King. I already have to watch one bottle-blonde from reality TV. And the other reason I…
RT @majorgauravarya: You can’t hide COVID-19 deaths in India. India is not China (thankfully). An early (and prolonged) lockdown is now pay…
"RT @SethAbramson: BREAKING NEWS: Massive Trumpist Protests in Arizona Followed By Massive Coronavirus Outbreak in Arizona, Consistent with…"
"RT @CBSNews: Coronavirus is spreading fast in states that may reopen soon, study finds https://t.co/7BkrvlZmFy https://t.co/XOU06Z3Mbg"
"RT @CNN: The President was afraid to take questions today during the coronavirus briefing, says @andersoncooper. “He took questions earlier…"
"RT @tedreinert: It took me a few days to get to it, but @AlexWardVox's @ChrisMurphyCT profile is the best piece I've read on a key voice fo…"
"RT @spectatorindex: SPAIN: 107 year old woman Ana del Valle, who beat the Spanish flu in 1918, has now also beaten a coronavirus infection."
"RT @BernieSanders: Our ""stable genius"" president has suggested that injecting disinfectant might be an effective approach to treating coron…"
RT @josh_disbrow: Aytu BioScience Signs Exclusive Global License with Cedars-Sinai for Potential Coronavirus Treatment (from @AP) ⁦@Bioscie…
"RT @thehill: JUST IN: Georgia records 635 new coronavirus cases, 20 more deaths as businesses begin to reopen https://t.co/xkak4KdNF3 https…"
"RT @spectatorindex: ITALY: For the first time, the country yesterday reported more recoveries from coronavirus in a day than new cases."
"RT @DirkSchwenk: These loans are required to be used for payroll support for workers that can't work.  They only have 60 employees, all of…"
"RT @Aaron_Derfel: 2) Although the #coronavirus continues to ravage nursing homes (CHSLDs) and seniors’ residences in Montreal, for the firs…"
RT @PhilipRucker: Trump just told the press pool that the US Postal Service should raise its shipping prices by four times -- and as levera…
"RT @ssamcham: Imagine the working conditions in the Smithfield Foods pork processing facility, on that list alongside the prisons and jails…"
RT @cnni: Britons spending less time outdoors as a result of the coronavirus pandemic have been urged to take vitamin D supplements to prot…
"RT @washingtonpost: First, the coronavirus pandemic took their jobs. Then, it wiped out their health insurance. https://t.co/Su96VbGDcY"
"RT @seanhannity: Report: FBI Knew McCain Leaked Steele Dossier, Now Blames Coronavirus For Not Releasing Documents https://t.co/7aDnfxWkKJ"
"RT @LibsInAmerica: Australia's Chief Medical Officer, Brendan Murphy, struggles to hide a few giggles as he's asked about Trump's comments…"
"RT @maddow: ""Mr. Trump abruptly announced that he would be speaking at West Point. That was news to everyone, including West Point. They ar…"
RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…
"RT @NicoleSganga: Today, the Trump campaign launched its official ""Trump 2020"" app.   Its developer @phunware received a $2.85 million loan…"
"RT @DrDenaGrayson: 😱I predict that #Wisconsin will soon see a surge in #coronavirus cases, thanks to these #COVIDIOT protestors.  #COVID19…"
Anyone seen any ads for Dr. Trump™️ brand #coronavirus sun lamps yet? Suggested retail price $1200.00. (All proceed… https://t.co/7po6HC66at
"RT @politico: A coronavirus outbreak aboard a U.S. Navy destroyer is forcing the ship to pull into port, marking the second such instance i…"
RT @YahooNews: Facing coronavirus while deaf and blind: 'Everything relies on touch' https://t.co/Xq4JQaiqor https://t.co/flOW6McJaj
"RT @CBSNews: The family of this 4-year-old says they did everything right, but the little boy still contracted coronavirus and had to fight…"
RT @Jim_Jordan: President Trump is draining the Swamp. But the Swamp is fighting back.  • 2016: FBI spies on campaign • 2017-2019: Mueller…
RT @XRPcryptowolf: The Bank for International Settlements @BCoeure said the virus crisis has put the global conversation around Central Ban…
RT @MotherJones: World leaders launch $8 billion collaboration to develop coronavirus vaccine. Guess who isn't participating. https://t.co/…
"@TomSharp2005 @riccimike Really!? Which would make YOU call a poison control center for advice: ""disinfectant .. kn… https://t.co/cYumEEnjyh"
RT @cnni: US federal investigators are concerned about the potential for hate crimes against minorities in the wake of the unprecedented co…
RT @Goldstatetimes: Californian give @GavinNewsom the finger!  Dozens of cars in the streets even though we are supposed to still be on loc…
RT @BdkHealth: Native Americans being left out of US coronavirus data and labelled as 'other'
Florida unemployment system taken down over weekend as state scrambles to reduce backlog https://t.co/9INj4iydoH via @
"RT @RealCandaceO: I reported on this over a month ago, and everyone thought it was a conspiracy. Now health departments are admitting they…"
"RT @katierogers: “Pence’s advisers wanted Mr. Bryan to brief the news media ... but several West Wing staff members objected, partly becaus…"
"RT @dcexaminer: .@WhiteHouse is planning major health deregulation to remove ""obsolete rules,"" after the coronavirus pandemic.  https://t.c…"
"RT @GovtsTheProblem: Remember when Colorado Governor Polis(D) demanded 10,000 ventilators from the federal government? Colorado is currentl…"
"RT @charliekirk11: MSNBC called the Coronavirus ""a silver lining"" because it could take down Trump  Joe Biden said he was ""excited"" about t…"
RT @Yamiche: New from @jonathanvswan: Pres Trump plans to pare back his coronavirus pressers. He may stop appearing daily and make shorter…
"RT @KTLA: Disneyland might not reopen until Jan. 1, 2021 because of the coronavirus pandemic, a financial analyst predicts https://t.co/Buh…"
"RT @nowthisnews: The first day of Ramadan has arrived amid the coronavirus pandemic. Two of Islam's holiest sites, the Mecca Grand Mosque a…"
RT @ErikWemple: Just need to say that this is a superlative appositive by @jdawsey1 @PhilipRucker @yabutaleb7 @bylenasun: --- who has no tr…
RT @IvankaTrump: President @realDonaldTrump is leading the largest industrial mobilization since WWII to fight the coronavirus!   We now ha…
RT @marciahofmann: @treyford @caseyjohnellis There’s some analysis out there on First Amendment rights and gov restrictions in the time of…
RT @BriannaWu: Watch a scientist react to Trump’s remarks about using light to fight coronavirus. https://t.co/9cmv0oCGir
"RT @CBSNews: The family of this 4-year-old says they did everything right, but the little boy still contracted coronavirus and had to fight…"
RT @NBCNews: Opinion | Fethullah Gülen: The coronavirus changed how Ramadan looks. But it will not change our faith in God. https://t.co/Vf…
"RT @ToryFibs: RIP to Katy Davies, an NHS Nurse who has died at the age of just 38 of Coronavirus. Katy's twin sister also died of CV19 with…"
RT @ifawglobal: Increasing intrusion of agriculture into forests and resulting human activity could lead to more spillover of infections fr…
RT @WilliamRodgers: Axe Body spray does NOT kill CoronaVirus...  But it WILL make everyone stay 6ft away from you...
"RT @theheraldsun: We might have more clarity on the origins of the coronavirus if the World Health Organisation wasn’t beholden to China, w…"
RT @NorbertElekes: NEW: President Trump says his comments on injecting disinfectant into patients to treat coronavirus were 'sarcastic.'
"RT @FumikoHoeft: Brings tears to my eyes. Love this music. Coronavirus, concerto di violino sul tetto dell'ospedale... https://t.co/qEjPBdw…"
RT @GrassrootsSpeak: Ron DeSantis is lying about testing &amp; concealing real numbers  Under pressure Florida finally revealed that 303 nursin…
"RT @sockjig: I disagree with this article. Coronavirus hasn't affected sneaker resell prices that much, YET. If anything stimulus szn has p…"
RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/mLfPSV05Lj
"https://t.co/3z3ZmbHoud Joe, you don't have inside info on ANYTHING: Now out now, and stop embarrassing yourself."
"RT @NBCNews: Tips to help seniors self-isolating at home — and ways to donate your time, money and resources. https://t.co/S8Gy7fO8t2 - @NB…"
"RT @Kon__K: How good is this story ❤️ Less than two months after he was released from a Melbourne immigration detention centre, Hazara asyl…"
RT @sazzygram3: A patient in our ER gave himself a bleach enema. He is being treated for external &amp; internal chemical burns &amp; receiving a p…
"RT @ayesharascoe: In his very brief briefing, one thing that President Trump did not mention was that 50,000 Americans have now died from t…"
"RT @pittman_george: Should be investigated for fraud (for starters)  Soros-Linked Groups, Koch-Funded FreedomWorks Apply for Small Business…"
RT @deOrygun: @Amy_Siskind Florida only reports the number waiting to hear back from state labs — and private labs are completing more than…
RT @LifeOfEdgar: Coronavirus hearing that some states are opening back up by this weekend https://t.co/9XVOmbhzHQ
"RT @RealCandaceO: I reported on this over a month ago, and everyone thought it was a conspiracy. Now health departments are admitting they…"
RT @IslamRizza: Yep.........😐............. It is real. But why lie to exaggerate the numbers?🤦🏿‍♂️  Chapter #7 - https://t.co/BFg5DTKrEK  #…
"RT @spectatorindex: SPAIN: 107 year old woman Ana del Valle, who beat the Spanish flu in 1918, has now also beaten a coronavirus infection."
"RT @RWPUSA: Moscow Mitch needs to go.  McConnell says no ‘blue state’ coronavirus bailouts, effectively telling New York to drop dead https…"
"RT @ryanstruyk: Reported US coronavirus deaths:  Feb. 24: 0 deaths Mar. 24: 704 deaths Apr. 24: 51,017 deaths"
RT @nypost: Coronavirus conspiracy theories don't stop at Bill Gates and 5G https://t.co/RQnvZSz5Yb https://t.co/5nM4zq9txr
Coronavirus: Captain Tom Moore art to be raffled for NHS charities https://t.co/YemnfjFDu9
RT @DrivenByMyFaith: REALLY? 🤔🤔🤔🤔🤔🤔🤔 Pennsylvania removes 200 deaths from state coronavirus count as questions mount about reporting proces…
"RT @spectatorindex: SPAIN: 107 year old woman Ana del Valle, who beat the Spanish flu in 1918, has now also beaten a coronavirus infection."
"RT @kylegriffin1: Trump abruptly announced that he would be speaking at West Point. That was news to everyone, including officials at West…"
"RT @mattbc: If you're looking for a handy guide to predict when the next wave of COVID deaths will be, The HIll has you covered:  https://t…"
RT @LifeOfEdgar: Coronavirus hearing that some states are opening back up by this weekend https://t.co/9XVOmbhzHQ
RT @JudicialWatch: .@realDonaldTrump’s bold gamble on hydroxychloroquine appears to be paying off. Medical professionals in NY tell Judicia…
"RT @CalebJHull: While he was infected with coronavirus, CNN's Chris Cuomo left his home and got into a fight with a cyclist who called him…"
"RT @zblox: Utah’s coronavirus response, from government to community to individual, is as about as good as we could’ve hoped for. No top-do…"
RT @corybantic: 'Let Mitch McConnell say no to it': Rep. Tim Ryan explains his plan to help the working class and give nearly every America…
RT @thedailybeast: Trump suggested doctors could inject people with disinfectant to cure COVID-19—and calls to NYC Poison Control about ble…
RT @dailytelegraph: Staff and families at an NSW age care facility are being urgently contacted after a worker showed signs of COVID-19. It…
RT @ryanstruyk: Reported US coronavirus deaths:  8 weeks ago: 0 deaths 7 weeks ago: 17 deaths 6 weeks ago: 49 deaths 5 weeks ago: 249 death…
"RT @RyanShead: U.S. says will not take part in WHO global drugs, vaccine initiative launch...  Any opinions on this?  https://t.co/zTESD93S…"
"RT @SethAbramson: 38/ So at a time the Trump administration had received *and rejected* urgent U.S. intelligence on the coronavirus, it rec…"
"RT @maya_sen: ""Global leaders have pledged to accelerate cooperation on a coronavirus vaccine and to share research, treatment and medicine…"
RT @DrDenaGrayson: The only “sarcastic” commentary about @realDonaldTrump’s DEADLY suggestion to ingest disinfectants or use #cancer-induci…
"RT @Jordan_Sather_: I've been called a ""BLEACH DRINKER"" by the fake news since January for talking about using chlorine dioxide, a disinfec…"
"RT @BarackObama: If we want life to approach anything like normal anytime soon, we need a comprehensive testing program. It’s not going to…"
RT @LBC: The latest YouGov poll has found that 72% of people do not trust journalists over the #Coronavirus crisis. @TheSpurrShow asks: Why…
Spike in NYC residents ingesting householder cleaners: Poison Control Center - New York Daily News https://t.co/9iPiZjYwsF
RT @Newsweek: Ilhan Omar bill would expand SNAP benefits to allow online grocery shopping in wake of coronavirus https://t.co/R3bPBsiE2a
RT @CuomoPrimeTime: President Trump claims sarcasm after suggesting the use of disinfectants as a coronavirus treatment. CNN's @ChrisCuomo…
RT @AzzamAmeen: Navy to conduct 400 PCR tests today. “Our request to public is not to be unduly worried about this situation as the SLN has…
"@SheriffChody Well, I guess we know how they were supplementing their income during the #Coronavirus. The green stu… https://t.co/xPNn54I6mu"
RT @RepDanCrenshaw: Why was funding for small businesses delayed (again)? I go behind the scenes with @GOPLeader to discuss why Democrats k…
"RT @KatiePhang: Phunware, a data firm for the Trump campaign, got millions in coronavirus small business help.  $2.85 million.  In 2 days.…"
"RT @BarackObama: If we want life to approach anything like normal anytime soon, we need a comprehensive testing program. It’s not going to…"
RT @NAChristakis: FDA weighs in on use of chloroquine in COVID19. They are sensible. And unamused. https://t.co/em8kIEt1vy
"RT @BJHeart89: She admits adding 1/2 cup of Clorox to her bath water !!!Cristina Cuomo says she treated her coronavirus with Clorox baths,…"
"RT @RussOnPolitics: @Yamiche @jonathanvswan PR stunt.  Donald Trump will say he's not doing any more briefings because the coronavirus is ""…"
"RT @suhasinih: Coronavirus | India records largest single-day spike. Government says there would have been nearly 1,00,000 cases so far (No…"
"RT @WhiteHouse: Nationwide, the percentage of Coronavirus tests that come back positive has declined very significantly.   In New York, new…"
"RT @american2084: ""Trump suggests 'injection' of disinfectant to beat coronavirus and 'clean' the lungs"" Please, do not try this at home! T…"
